Município,agropecuario,transformacao/industrial,comercio e atividades essenciais,atividades financeiras servicos profissionais e tecnicos,administracao publica,saude,educacao e cultura,sum,classe
Santa Rosa,2.5834568899672012,32.02138653008043,34.905872309835104,12.292761827739588,8.887091701487172,5.562295008311992,3.7471357325785144,22257,4
Santa Tereza,14.210526315789473,16.315789473684212,13.684210526315791,0.5263157894736842,55.26315789473685,0.0,0.0,190,3
Santa Vitória do Palmar,40.08163265306122,3.5918367346938775,21.844897959183672,5.240816326530613,23.526530612244898,3.314285714285714,2.4,6125,0
Santana da Boa Vista,10.085227272727272,2.840909090909091,25.142045454545453,4.403409090909091,56.67613636363637,0.8522727272727272,0.0,704,3
Santana do Livramento,8.877092088770922,6.38501806385018,54.154685541546854,7.918602079186021,13.160805131608052,5.271695052716951,4.232102042321021,13563,4
Santiago,6.101859730156801,13.005955998541388,42.42129573356023,9.651148656861555,15.060167740367083,7.730643004740488,6.028929135772457,8227,4
Santo Ângelo,1.6297332185886402,26.98472461273666,37.03743545611016,10.682013769363168,9.10606712564544,8.417598967297762,6.142426850258175,18592,4
Santo Antônio da Patrulha,3.1218427965245503,44.26146696302283,29.03616892301475,7.8500707213578504,10.476864012931905,3.4653465346534658,1.7882400484946455,9898,2
Santo Antônio das Missões,20.9375,1.7187500000000002,36.953125,7.109375,32.5,0.703125,0.078125,1280,1
Santo Antônio do Palma,26.801152737752158,22.76657060518732,11.815561959654179,2.881844380403458,35.73487031700288,0.0,0.0,347,0
Santo Antônio do Planalto,9.455587392550143,21.48997134670487,21.776504297994272,4.871060171919771,42.12034383954155,0.28653295128939826,0.0,349,3
Santo Augusto,11.269722013523667,9.391435011269722,42.33658903080391,10.368144252441773,19.30879038317055,5.822689706987227,1.5026296018031555,2662,1
Santo Cristo,7.733651836369066,25.589728277097638,34.75664377426098,14.959689459540163,13.138250223947448,3.344281875186623,0.477754553598089,3349,4
Santo Expedito do Sul,0.3968253968253968,7.142857142857142,21.428571428571427,4.761904761904762,65.07936507936508,1.1904761904761905,0.0,252,3
São Borja,13.197503671071953,14.63839941262849,40.941629955947135,7.562408223201175,15.620411160058737,5.800293685756241,2.23935389133627,10896,1
São Domingos do Sul,11.594202898550725,45.893719806763286,14.492753623188406,5.797101449275362,20.77294685990338,0.8051529790660225,0.644122383252818,621,2
São Francisco de Assis,13.418530351437699,2.3961661341853033,36.26198083067093,6.7092651757188495,34.5580404685836,6.017039403620873,0.6389776357827476,1878,1
São Francisco de Paula,22.967424035039695,16.20585819874076,35.641938133041336,5.7760744593484805,15.247741582261154,3.5860936216808104,0.5748699698877635,3653,0
São Gabriel,13.477117306680695,18.958442924776435,36.40189374013677,4.976328248290374,16.433456075749607,7.1436086270384,2.609153077327722,9505,4
São Jerônimo,1.8497757847533634,25.476457399103143,29.14798206278027,7.2309417040358746,20.067264573991032,11.63116591928251,4.596412556053812,3568,1
São João da Urtiga,1.340033500837521,9.547738693467336,45.39363484087102,6.867671691792294,35.845896147403685,1.0050251256281406,0.0,597,1
São João do Polêsine,3.9927404718693285,29.764065335753177,27.223230490018146,6.715063520871143,25.952813067150636,3.6297640653357535,2.722323049001815,551,1
São Jorge,6.422018348623854,45.642201834862384,17.431192660550458,6.651376146788992,23.623853211009173,0.22935779816513763,0.0,436,2
São José das Missões,0.0,6.0,16.0,4.3999999999999995,73.6,0.0,0.0,250,6
São José do Herval,11.081794195250659,20.844327176781004,22.95514511873351,2.638522427440633,39.31398416886543,3.16622691292876,0.0,379,3
São José do Hortêncio,3.5227272727272725,55.34090909090909,18.75,3.295454545454545,18.863636363636363,0.22727272727272727,0.0,880,5
São José do Inhacorá,0.6568144499178982,56.65024630541872,12.151067323481117,1.477832512315271,26.436781609195403,2.6272577996715927,0.0,609,2
São José do Norte,14.691943127962084,21.295418641390203,29.57345971563981,4.360189573459715,27.709320695102686,1.263823064770932,1.1058451816745656,3165,1
São José do Ouro,6.25,11.458333333333332,47.91666666666667,6.597222222222222,18.541666666666668,8.61111111111111,0.625,1440,1
São José do Sul,3.5608308605341246,26.706231454005934,22.551928783382788,2.3738872403560833,42.433234421364986,2.0771513353115725,0.2967359050445104,337,3
São José dos Ausentes,43.82165605095542,8.9171974522293,17.70700636942675,2.802547770700637,23.949044585987263,2.420382165605096,0.3821656050955414,785,0
São Leopoldo,0.18111482328116757,35.876560576754,31.019869878670654,14.366098118515913,7.102162827501318,3.884297520661157,7.569896254615791,56870,2
São Lourenço do Sul,6.9291870880513775,10.833192496197396,43.58627682947439,5.644752408315024,22.443805982761532,8.805137738718944,1.757647456481325,5917,1
São Luiz Gonzaga,7.687529119428483,17.40953564218046,44.02857586581768,6.041310762540767,15.002329554278615,5.125019412952322,4.705699642801677,6439,4
São Marcos,1.1463844797178129,56.37860082304527,23.750734861845974,4.894179894179894,9.112286890064668,2.6014109347442678,2.1164021164021163,6804,2
São Martinho,7.250221043324491,13.4394341290893,40.14146772767462,9.195402298850574,25.552608311229,3.359858532272325,1.0610079575596816,1131,1
São Martinho da Serra,25.986842105263158,4.276315789473684,12.171052631578947,3.9473684210526314,53.61842105263158,0.0,0.0,304,0
São Miguel das Missões,29.538216560509557,1.0350318471337578,31.687898089171973,5.573248407643312,27.70700636942675,4.45859872611465,0.0,1256,0
São Nicolau,14.285714285714285,1.5873015873015872,24.00793650793651,6.349206349206349,51.388888888888886,2.380952380952381,0.0,504,3
São Paulo das Missões,5.263157894736842,16.62049861495845,29.6398891966759,8.448753462603879,33.795013850415515,6.232686980609419,0.0,722,1
São Pedro da Serra,5.47945205479452,46.87975646879756,19.17808219178082,2.43531202435312,25.570776255707763,0.45662100456621,0.0,657,2
São Pedro das Missões,0.40816326530612246,0.0,15.10204081632653,1.2244897959183674,83.26530612244898,0.0,0.0,245,6
São Pedro do Butiá,29.166666666666668,19.753086419753085,23.765432098765434,4.938271604938271,21.91358024691358,0.30864197530864196,0.15432098765432098,648,0
São Pedro do Sul,5.561277033985582,13.027806385169926,41.3491246138002,7.363542739443872,28.887744593202886,2.008238928939238,1.8022657054582905,1942,1
São Sebastião do Caí,1.6042077580539118,55.92373438527285,22.32741617357002,7.258382642998027,8.980933596318213,3.2478632478632483,0.6574621959237344,7605,2
São Sepé,11.485367200441745,16.86913307564881,37.382661512976256,4.389839867476533,23.053561568194368,4.141358365543899,2.678078409718388,3622,1
São Valentim,4.2792792792792795,9.234234234234235,28.82882882882883,10.585585585585585,43.91891891891892,3.153153153153153,0.0,444,3
São Valentim do Sul,5.177111716621254,53.13351498637602,10.08174386920981,2.7247956403269753,28.882833787465938,0.0,0.0,367,2
São Valério do Sul,2.553191489361702,3.404255319148936,7.234042553191489,2.127659574468085,84.68085106382979,0.0,0.0,235,6
São Vendelino,0.8708272859216255,60.957910014513786,17.851959361393323,3.0478955007256894,17.271407837445572,0.0,0.0,689,5
São Vicente do Sul,30.14240506329114,4.430379746835443,27.848101265822784,9.49367088607595,27.056962025316455,0.5537974683544303,0.4746835443037975,1264,0
Sapiranga,0.15706373481028355,63.05695627014962,17.983797635777464,4.906175084731752,9.853682731255683,2.6122179052657684,1.4301066380094238,24194,5
Sapucaia do Sul,0.07930607187112763,39.10285006195787,30.2453531598513,6.2651796778190825,14.175960346964064,7.107806691449814,3.023543990086741,20175,2
Sarandi,2.5801526717557253,34.335877862595424,37.725190839694655,8.778625954198473,10.03053435114504,3.2824427480916034,3.267175572519084,6550,4
Seberi,4.863329783457579,40.717074902378414,28.328008519701807,4.6148384806531775,18.10436634717785,2.5204117855875046,0.8519701810436635,2817,2
Sede Nova,4.43213296398892,14.958448753462603,35.45706371191136,2.7700831024930745,42.10526315789473,0.0,0.2770083102493075,361,1
Segredo,0.4975124378109453,3.233830845771144,27.114427860696516,5.472636815920398,57.46268656716418,6.218905472636816,0.0,402,3
Selbach,8.93169877408056,23.817863397548162,28.458844133099824,4.816112084063047,29.597197898423815,4.028021015761821,0.3502626970227671,1142,1
Senador Salgado Filho,10.309278350515463,0.6872852233676976,36.08247422680412,3.0927835051546393,49.48453608247423,0.3436426116838488,0.0,291,3
Sentinela do Sul,9.717314487632509,37.80918727915194,16.784452296819786,2.4734982332155475,33.03886925795053,0.17667844522968199,0.0,566,2
Serafina Corrêa,4.035648225996301,52.91743736337649,25.74407264166807,4.725071464604002,9.349251723558098,1.6142592903985205,1.6142592903985205,5947,2
Sério,4.147465437788019,7.834101382488479,23.04147465437788,5.0691244239631335,53.45622119815668,6.451612903225806,0.0,217,3
Sertão,13.971539456662354,9.44372574385511,26.002587322121606,5.692108667529108,40.49159120310479,4.3984476067270375,0.0,773,3
